Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
"Try to get Professor Macedo as a preceptor if possible ? he's really helpful and makes himself really available for office hours (for everyone, but especially for his precept).  Overall, the course asks questions interesting to everyone, whether or not you're interested in politics!",,
"TAKE THIS COURSE!!! This course teaches you so much about political theory and ethics. Then it asks you to apply these ideas to real life policy. It is FASCINATING. Of course, it's a substantial amount of work, but an A is attainable.",,
"Good class, especially if you need to fulfill the SPIA ethics departmental. Interesting in content, and nice balance between policy and moral aspects. Decent amount of readings and writing (2 papers and 2 essay exams), but professor and preceptor explain the important parts of the readings well, so no need to understand every aspect to do well on papers. Tackles complex yet relevant questions to the U.S., and professor breaks the various arguments down clearly, while encouraging discussion. Doable with no background in either policy or ethics.",,
"Professor Macedo is incredible and teaches the fascinating concepts of this course perfectly. Even with his wealth of knowledge, he makes his student contributions in lecture and precept feel valued and meaningful. The topics and readings were interesting. It was fun going to lecture and discussing in precept. Made students feel welcomed with different backgrounds and conversations in precept felt comfortable. Take this class to fulfill SPIA requirement.",,
"Strongly recommend for the SPIA Ethics requirement! Prof. Macedo is a great lecturer and if you can, enroll in Peter's precept! Covers a lot of really interesting topics and has pretty interesting writing assignments.",,
"Would definitely recommend! Yes there are a lot of readings, but most were actually quite interesting and are definitely a necessity if you want to do well on the papers.",,
"This was one of my favorite courses at Princeton even though I took it as a requirement! The workload is fair and I felt like I was able to get a good understanding of everything. Professor Macedo is a fantastic lecturer, very kind, and also a great preceptor. The readings are fun too.",,
"The class is interesting and engaging, just expect to see primarily conservative of center, center-right material. I think it was interesting in terms of seeing different viewpoints and learning different frameworks of moral thought, there were just a few classes where I was kind of angry. That's not necessarily bad, but just don't expect it to be fair and balanced TMcr.",,
Not too bad,,
"Take this class! It is demanding and a lot of reading, but it is worth it! It will change how you think!",,
"The work-load of this course is manageable, so if you thinking about taking the class as a prerequisite, I recommend taking it.",,
"As someone who loves to talk politics and is pretty philosophical in the way that they think, I was really looking forward to this course. I would say that this course did not capture that excitement as fully as it could have. There were a lot of precepts, and even lectures, where it would feel like the students were trying to ""politicize the philosophy"", and fit the philosophy into their own pre-determined beliefs, rather than trying to engage with the material from the standpoint of defining their own personal ethics. That however may not be the fault of Professor Macedo or the rest of the instructors. The instruction was very good and the readings were interesting. Maybe what I'm mentioning has more to do with the Princeton community than with this specific course, idk.",,
