Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
"I would strongly recommend this course if you're willing to challenge yourself ? you don't need prior knowledge, but the rigor makes it feel more like a graduate-level IR theory class than an introductory class. Professor Moravcsik is a great lecturer and preceptor and I got to know him because I made an effort to go to his office hours. His passion for teaching combined with his prominence in the IR field made him one of the best professors I've ever had at Princeton. I feel like I got a lot out of the course because I put a lot of effort into it. We were cold-called on in precept, which was scary but forced me to do the readings, which I'm very grateful for because they were enriching. Professor Moravcsik is one of the most cited IR scholars of all time, so learning from him about other canonical IR scholars like Keohane, Mearsheimer, Kissinger, Diamond, and Kindleberger was a great opportunity. I loved the course but be aware that there's a ton of work during the semester: hefty readings every week, films during the second half, several partnered precept assignments, and two papers. If you take this class, it's an absolute must to get into Professor Moravcsik's precept and go to his office hours. In addition to him being an amazing teacher, my friends in the class with other preceptors did not like it. They worked extremely hard, received harsh grades, were very bored in precept, and got very piecemeal feedback on their work. The course was just as rigorous for me, but I was intellectually stimulated by and received proper feedback from Professor Moravcsik so I felt positively motivated to work harder and perform better during the semester.",,
"Massive amount of non essential information to memorize. No pdf option, so only take if you have a deep interest in IR or need it for major. Don't take merely to get exposure to POL.",,
"Pretty intense course, do all of the readings. Very fast pace of lectures and difficult activities in precept. Try and get Majo as a preceptor and you should be ok.",,
Be prepared to read a LOT,,
"The material for this course is very interesting and I enjoyed learning much of it. However, this was greatly subtracted from the fact that many of the readings were unnecessary and redundant which was frustrating considering the massive amount fo time required to do them. Additionally, the final exam is atrocious. It requires you to know pretty much every single thing about the course, which is an impossible amount of information, and there is so much to do that it's incredibly challenging to get it done in the time slot. I was incredibly diligent with doing every reading, attending the lectures (which were often challenging to engage with), discussion in precept, and studying for the exams; however, I will still likely not be getting even an A- in this course. If you aren't concerned with getting a lower grade, I'd consider it for the material, but not for the way the course is designed or because you think it will be easy.",,
"In fall 2021, this course was well-designed and relatively well-executed, but the workload was unreasonable. There were some weeks where we were expected to complete 150 pages of readings, a full-length film, prepare precept materials, and complete one of the two 1000-word writing assignments. Don't take this class unless you don't mind a B--I spent an inordinate amount of time on this course, and the borderline A-minus I had prior to finals was undone by the unreasonably difficult exam.",,
"This is an incredible class, and it will teach you a lot. However, the workload is high. The readings can be intense, with long and difficult texts. I would definitely recommend keeping up with the readings because they are important for the essays and final exams, and it's not easy to catch up if you get behind more than a week. Overall, a fascinating class you'll learn a lot from if you're interested in international relations.",,
"This course is way more work than one would expect from an intro class. The rreading load is very high, and the lectures don't always synthesize excellently with the readings. Probably easier to take a higher level IR course, the only real takeaway from this was a basic understanding of 4 theories of international relations (realist, non-rationalist, liberal, informational). Beyond that, I didn't particularly benefit.",,
Do not take this course. It is an overwhelming amount of work with unrealistic expectations and harsh grading.,,
Interesting materials and a lot of the readings were very enjoyable. The course itself was slightly unorganized and you never know where you stand grade-wise. Precept assignments are much more lowkey than you think they are and the written assignments/midterm aren't terrible. Identification terms for the final are utterly pointless...30 pages of terms yet will only be asked about 10 on the final?? Moravcsik is super knowledgable about what he's teaching plus plays music at the beginning of every lecture. Stay on top of the readings and they'll be manageable. He uses grade distribution.,,
"I would strongly recommend this course. While the written work can sometimes be daunting, the material covered and the general quality of the lectures more than make up for it.",,
"I would recommend against taking this course solely due to the constant headaches to which its lack of organization and consistency contributed. However, it could be a good PDF just to learn a lot about international relations, but it is not possible to do all of the readings assigned. This course was one of the most disorganized, time-consuming, and unrewarding courses I've taken at Princeton. At the beginning of the year, Prof. Moravcsik said that he had lofty goals for the amount of material we could learn in a semester, and he was correct. These goals were not met. The amount of material discussed in lecture and assigned in reading was unreasonable, which prevented us from learning all of the topics well. We were given no help in understanding which material took priority, which also contributed to the lack of deep understanding of the course's topics. When it came to assignments for precept, the course staff had no regard for students' time and outside lives, and often assigned time-consuming written work a day or two before precept. This written work often focused on niche events that were not very important to the overall understanding of international relations. Throughout the semester, there was a huge gap between where the course staff thought we were and where we actually were in terms of understanding. I was in group chat of students in my precept as well as from other precepts, and we would routinely express our confusion about the topics and the expectations for our written work. The wording of assignments expressed lofty goals and expectations for the assignment, but the confusion and lack of understanding of the people in the group chat conflicted with this. There was also much confusion on whether it was more important to know details of the historical events we studied or more broad ideas of international relations thought. When it came to studying for the final, the preceptors sent huge lists of possible ID terms, and the lists' length rendered them nearly useless and contributed to confusion about what we should even be taking away from this course. There were also huge numbers of specific theories taken from readings, and it is not humanly possible to know all of them, yet that is what was expected of us. At the end of the day, I learned a lot from this course, but the amount I learned still pales in comparison to the amount of information they tried to teach, showing an organizational failure on the part of the course staff.",,
"This is a very interesting course if you are at all interested in International relations or need the credit for SPIA. The lectures are very interesting, but the class is very difficult. The readings are very long to get through, and the papers with the midterm, combines with last minute precept assignmets grew to be very stressful.",,
Do all of the readings and really understand the the 4 main theories that are taught,,
Pretty good.,,
A LOT of reading.,,
"If Moravcsik is teaching take a different course for a departmental. This class is the hardest POL class that I've taken at Princeton (I'm a senior). The syllabus alone is 25 pages. While there's very little written work during the semester, the final will be a beast. There's over a 100 terms to memorize for each week, and over 100 pages of reading each week. If you have to take it, Heather was a great preceptor. Also the grading is really harsh, it seems as if there are few As given out.",,
"I find the course material extremely interesting, and I read all of the readings, but I still found that the course attempted to cover more material than it could. This is a hard course to take at the introductory level, and I would recommend taking it after building a strong foundation in public policy analysis in a different course.",,
