Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
"If you're looking to get the finance certificate, there's really no need to take 310. 310 is pretty difficult if you get behind, and I don't really feel like I got that much out of the course a semester later. For ORF majors, I would say ECO310 is substantially more difficult than ORF245, but still easier than MAT201/202. I would say take a COS course (226, 217) as a departmental before ECO310.",,
If you're a maths major you should have no difficulty with this course whatsoever.,,
Class is low work but tests are very challenging,,
This class is not super straightforward by any means. Your grade usually turns out okay if you put in time and study a lot for the exams but there is not much help from the lectures. The practice problem sets before exams were nice. I wouldn't take this class unless you want a distribution requirement. Its not that easy and you don't learn that much.,,
Take this if you have some background with proofs or are just interested in not starting in a 100 level econ class.,,
This is a decent class with a lot of intriguing concepts.,,
I took it over 300 and don't regret. It teaches a few very important mathematical concepts and approaches. Assignments and both the midterm and final were fair and representative of the material level in precepts and problem sets.,,
"Don't take this if you are finance certificate-ing. Just take 300. Attend Precept, don't worry about lectures.",,
"Took because I wanted to do the finance cert and thought I might want to be ORF. This class reassured me I do not want to do those things. Material is presented in a very verbose, undigestable manner with hard to follow lectures. Exam problems are way harder than your homeworks(although those are very reasonable). This class is a very theoretical approach to microecon. This doesn't mean it's incomprehensible but it just means that you feel like you don't learn anything tangible. Take eco300 unless you are ORF, in which this is the class that counts for credit.",,
"It can get abstract with proofs, but showing an understanding through sentences is equivalent to a rigorous proof, thankfully.",,
