Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
"I think it should be mandatory. Really liked this class and it gives a great overview of how a lot of the world works. Super easy PDF, I took it graded and had a surprisingly not easy time.",,
Take it! I liked Bogan's teaching style. Not a very challenging course and fun to learn about macro.,,
Only take this class if you have to. The material is interesting at times but not particularly well taught. Precept is where you'll learn most of what you need to do psets so be sure to pay attention (they're also required). There are definitely more interesting SA's that one could take.,,
Go to McGraw study hall and office hours for PSETs.  Just memorize the big details to do well on exams.,,
Don't miss lecture and stay on top of readings since they will be on the midterm and final.,,
Keep up with readings and think about discussion questions.,,
"It's very important to learn this information. I found it fascinating. Make sure it's taught by a relatable, young teacher.",,
Use the lecture slides while doing the problem sets.,,
"Lectures are more big picture, psets are not always representative of what is discussed, but lectures are critical for overall understanding. Go to precepts if math is weird.",,
follow the readings,,
